01/12 10:31:00 FINE sim.Admin|Log for simulation 3 started
01/12 10:31:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=11632196, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[OLD, MALE], videoCoef=2.345907767166675, mobileCoef=2.245680920873097, budgetMillis=6507, advertiser=DummyAdnetwork-5]
01/12 10:31:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@138350a event: tau.tac.adx.messages.UserClassificationServiceNotification@6ac5fd
01/12 10:31:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2507962, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.362388268778667, mobileCoef=2.1964055474336526, budgetMillis=1932, advertiser=DummyAdnetwork-6]
01/12 10:31:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@138350a event: tau.tac.adx.messages.UserClassificationServiceNotification@47fef2
01/12 10:31:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=21095136, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[FEMALE, LOW_INCOME], videoCoef=2.972372864754136, mobileCoef=2.225175685676577, budgetMillis=10952, advertiser=DummyAdnetwork-7]
01/12 10:31:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@138350a event: tau.tac.adx.messages.UserClassificationServiceNotification@19e8398
01/12 10:31:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@138350a event: tau.tac.adx.messages.UserClassificationServiceNotification@1e50e45
01/12 10:31:00 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=6472997, reachImps=994, dayStart=2, dayEnd=4, targetSegment=[FEMALE, HIGH_INCOME], videoCoef=2.1696441221932, mobileCoef=1.6035295280079982, budgetMillis=0, advertiser=null]
01/12 10:31:00 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
01/12 10:31:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.17941317789957778 Cmp ID: 6472997 Cmp Bid: 899
01/12 10:31:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.1067211591735688 Cmp ID: 6472997 Cmp Bid: 246
01/12 10:31:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.14182714157607648 Cmp ID: 6472997 Cmp Bid: 807
01/12 10:31:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv1 : UCS Bid: 0.19342376155277383 Cmp ID: 6472997 Cmp Bid: 452
01/12 10:31:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.16902818592466717 Cmp ID: 6472997 Cmp Bid: 980
01/12 10:31:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.12866349437719665 Cmp ID: 6472997 Cmp Bid: 57
01/12 10:31:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.15219982288965772 Cmp ID: 6472997 Cmp Bid: 128
01/12 10:31:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.19800842761062198 Cmp ID: 6472997 Cmp Bid: 419
01/12 10:31:10 INFO sim.Simulation|***** START OF TIME 1 *****
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #12521015 at price 9.54
01/12 10:31:10 INFO demand.CampaignImpl|Applied daily limit for campaign #12521015 at price 9.54
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-2
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #2769253 at price 10.952
01/12 10:31:10 INFO demand.CampaignImpl|Applied daily limit for campaign #2769253 at price 10.952
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-3
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #27508812 at price 3.312
01/12 10:31:10 INFO demand.CampaignImpl|Applied daily limit for campaign #27508812 at price 3.312
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-4
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #6197912 at price 7.02
01/12 10:31:10 INFO demand.CampaignImpl|Applied daily limit for campaign #6197912 at price 7.02
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-5
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #11632196 at price 6.507
01/12 10:31:10 INFO demand.CampaignImpl|Applied daily limit for campaign #11632196 at price 6.507
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-6
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #2507962 at price 1.932
01/12 10:31:10 INFO demand.CampaignImpl|Applied daily limit for campaign #2507962 at price 1.932
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-7
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #21095136 at price 10.952
01/12 10:31:10 INFO demand.CampaignImpl|Applied daily limit for campaign #21095136 at price 10.952
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv1
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #24549887 at price 5.59
01/12 10:31:10 INFO demand.CampaignImpl|Applied daily limit for campaign #24549887 at price 5.59
01/12 10:31:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [id=6472997, reachImps=994, dayStart=2, dayEnd=4, targetSegment=[FEMALE, HIGH_INCOME], videoCoef=2.1696441221932, mobileCoef=1.6035295280079982, budgetMillis=0, advertiser=null]
01/12 10:31:10 FINE agents.DemandAgent|Day 1 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-7: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
01/12 10:31:10 FINE agents.DemandAgent|Day 1 :Reporting campaign auction results... CampaignImpl [id=6472997, reachImps=994, dayStart=2, dayEnd=4, targetSegment=[FEMALE, HIGH_INCOME], videoCoef=2.1696441221932, mobileCoef=1.6035295280079982, budgetMillis=245, advertiser=DummyAdnetwork-6]
01/12 10:31:10 FINE agents.DemandAgent|Day 1 :Reporting UCS auction results... DummyAdnetwork-5[efday=1, level=1.0, price=0.0] DummyAdnetwork-4[efday=1, level=1.0, price=0.0] DummyAdnetwork-3[efday=1, level=1.0, price=0.0] adv1[efday=1, level=1.0, price=0.0] DummyAdnetwork-2[efday=1, level=1.0, price=0.0] DummyAdnetwork-7[efday=1, level=1.0, price=0.0] DummyAdnetwork-6[efday=1, level=1.0, price=0.0] DummyAdnetwork[efday=1, level=1.0, price=0.0] 
01/12 10:31:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@138350a event: tau.tac.adx.messages.UserClassificationServiceNotification@d7e190
01/12 10:31:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity: CampaignImpl [id=24272496, reachImps=5304, dayStart=3, dayEnd=12, targetSegment=[FEMALE, HIGH_INCOME], videoCoef=2.7695060719683093, mobileCoef=1.7329108729697922, budgetMillis=0, advertiser=null]
01/12 10:31:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
01/12 10:31:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnet
01/12 10:31:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
01/12 10:31:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for ask
01/12 10:31:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
01/12 10:31:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
01/12 10:31:10 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
01/12 10:31:10 SEVERE demand.CampaignImpl|Campaign #12521015 impressed while over limit. Current cost: 9.541371919936314 Budget limit: 9.54
01/12 10:31:10 SEVERE agents.DemandAgent|Day 1 :Campaign limit expired Impressed while over limit: 12521015, daily limit was: 9540, 9.54 values are: 5668.069697758957, 9.541371919936314, total limit was: 2147483647, Infinity total values are: 0.05668.069697758957, 0.09.541371919936314
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=12521015, AdNetwork=DummyAdnetwork] due to limit. My name is DummyAdnetwork
01/12 10:31:10 SEVERE demand.CampaignImpl|Campaign #21095136 impressed while over limit. Current cost: 10.957048254006065 Budget limit: 10.952
01/12 10:31:10 SEVERE agents.DemandAgent|Day 1 :Campaign limit expired Impressed while over limit: 21095136, daily limit was: 10952, 10.952 values are: 6485.2973774170305, 10.957048254006065, total limit was: 2147483647, Infinity total values are: 0.06485.2973774170305, 0.010.957048254006065
01/12 10:31:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=21095136, AdNetwork=DummyAdnetwork-7] due to limit. My name is DummyAdnetwork-7
01/12 10:31:11 SEVERE demand.CampaignImpl|Campaign #2507962 impressed while over limit. Current cost: 1.2410569793365 Budget limit: 1.932
01/12 10:31:11 SEVERE agents.DemandAgent|Day 1 :Campaign limit expired Impressed while over limit: 2507962, daily limit was: 1932, 1.932 values are: 1933.9444208531345, 1.2410569793365, total limit was: 2147483647, Infinity total values are: 0.01933.9444208531345, 0.01.2410569793365
01/12 10:31:11 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=2507962, AdNetwork=DummyAdnetwork-6] due to limit. My name is DummyAdnetwork-6
01/12 10:31:11 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 1549
01/12 10:31:11 INFO sim.Simulation|***** START OF TIME 1 COMPLETE *****
01/12 10:31:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.10480557218212072 Cmp ID: 24272496 Cmp Bid: 5265
01/12 10:31:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.1023592755663618 Cmp ID: 24272496 Cmp Bid: 2500
01/12 10:31:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.15029977889485957 Cmp ID: 24272496 Cmp Bid: 358
01/12 10:31:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv1 : UCS Bid: 0.13683293063063867 Cmp ID: 24272496 Cmp Bid: 2411
01/12 10:31:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.19186965561933825 Cmp ID: 24272496 Cmp Bid: 3367
01/12 10:31:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.14068898083232312 Cmp ID: 24272496 Cmp Bid: 70
01/12 10:31:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.1453496738459784 Cmp ID: 24272496 Cmp Bid: 1081
01/12 10:31:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.12673573385083176 Cmp ID: 24272496 Cmp Bid: 2441
01/12 10:31:20 INFO sim.Simulation|***** START OF TIME 2 *****
01/12 10:31:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #12521015 at price 9.54
01/12 10:31:20 INFO demand.CampaignImpl|Applied daily limit for campaign #12521015 at price 9.54
01/12 10:31:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #2769253 at price 10.952
01/12 10:31:20 INFO demand.CampaignImpl|Applied daily limit for campaign #2769253 at price 10.952
01/12 10:31:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #24549887 at price 5.59
01/12 10:31:20 INFO demand.CampaignImpl|Applied daily limit for campaign #24549887 at price 5.59
01/12 10:31:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #27508812 at price 3.312
01/12 10:31:20 INFO demand.CampaignImpl|Applied daily limit for campaign #27508812 at price 3.312
01/12 10:31:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #6197912 at price 7.02
01/12 10:31:20 INFO demand.CampaignImpl|Applied daily limit for campaign #6197912 at price 7.02
01/12 10:31:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #11632196 at price 6.507
01/12 10:31:20 INFO demand.CampaignImpl|Applied daily limit for campaign #11632196 at price 6.507
01/12 10:31:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #6472997 at price 0.245
01/12 10:31:20 INFO demand.CampaignImpl|Applied daily limit for campaign #6472997 at price 0.245
01/12 10:31:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #21095136 at price 10.952
01/12 10:31:20 INFO demand.CampaignImpl|Applied daily limit for campaign #21095136 at price 10.952
01/12 10:31:20 INFO agents.DemandAgent|Day 2 : Auction pending campaign: CampaignImpl [id=24272496, reachImps=5304, dayStart=3, dayEnd=12, targetSegment=[FEMALE, HIGH_INCOME], videoCoef=2.7695060719683093, mobileCoef=1.7329108729697922, budgetMillis=0, advertiser=null]
01/12 10:31:20 FINE agents.DemandAgent|Day 2 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-7: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
01/12 10:31:20 FINE agents.DemandAgent|Day 2 :Reporting campaign auction results... CampaignImpl [id=24272496, reachImps=5304, dayStart=3, dayEnd=12, targetSegment=[FEMALE, HIGH_INCOME], videoCoef=2.7695060719683093, mobileCoef=1.7329108729697922, budgetMillis=5265, advertiser=DummyAdnetwork]
01/12 10:31:20 FINE agents.DemandAgent|Day 2 :Reporting UCS auction results... DummyAdnetwork-5[efday=2, level=0.5314410000000002, price=0.05671599955236059] DummyAdnetwork-4[efday=2, level=0.7290000000000001, price=0.1109536708865605] DummyAdnetwork-3[efday=2, level=0.5904900000000002, price=0.07597450679479087] adv1[efday=2, level=0.9, price=0.16147186010962] DummyAdnetwork-2[efday=2, level=0.47829690000000014, price=0.0] DummyAdnetwork-7[efday=2, level=1.0, price=0.19342376155277383] DummyAdnetwork-6[efday=2, level=0.6561000000000001, price=0.0930527875880638] DummyAdnetwork[efday=2, level=0.81, price=0.1369128305989804] 
01/12 10:31:20 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@138350a event: tau.tac.adx.messages.UserClassificationServiceNotification@1f6cefc
01/12 10:31:20 INFO agents.DemandAgent|Day 2 :Notifying new campaign opportunity: CampaignImpl [id=6271055, reachImps=39648, dayStart=4, dayEnd=13, targetSegment=[MALE], videoCoef=2.4784343013026953, mobileCoef=1.5059341441976657, budgetMillis=0, advertiser=null]
01/12 10:31:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
01/12 10:31:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnet
01/12 10:31:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
01/12 10:31:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for ask
01/12 10:31:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
01/12 10:31:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
01/12 10:31:20 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
01/12 10:31:20 SEVERE demand.CampaignImpl|Campaign #6197912 impressed while over limit. Current cost: 7.021844359996806 Budget limit: 7.02
01/12 10:31:20 SEVERE agents.DemandAgent|Day 2 :Campaign limit expired Impressed while over limit: 6197912, daily limit was: 7020, 7.02 values are: 5520.630384656915, 7.021844359996806, total limit was: 2147483647, Infinity total values are: 1218.89022130537775520.630384656915, 0.07.021844359996806
01/12 10:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=6197912, AdNetwork=DummyAdnetwork-4] due to limit. My name is DummyAdnetwork-4
01/12 10:31:20 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 834
01/12 10:31:20 INFO sim.Simulation|***** START OF TIME 2 COMPLETE *****
01/12 10:31:21 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.14762875162635475 Cmp ID: 6271055 Cmp Bid: 19545
01/12 10:31:21 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.13909926981847448 Cmp ID: 6271055 Cmp Bid: 27612
01/12 10:31:21 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.16041609795480075 Cmp ID: 6271055 Cmp Bid: 2623
01/12 10:31:21 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from adv1 : UCS Bid: 0.19863584262946504 Cmp ID: 6271055 Cmp Bid: 18022
01/12 10:31:21 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.11444322312672334 Cmp ID: 6271055 Cmp Bid: 27789
01/12 10:31:21 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.14711942575037468 Cmp ID: 6271055 Cmp Bid: 39229
01/12 10:31:21 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.1969820489242232 Cmp ID: 6271055 Cmp Bid: 8075
01/12 10:31:21 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.11475196247119568 Cmp ID: 6271055 Cmp Bid: 33951
01/12 10:31:30 INFO sim.Simulation|***** START OF TIME 3 *****
01/12 10:31:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #24272496 at price 5.265
01/12 10:31:30 INFO demand.CampaignImpl|Applied daily limit for campaign #24272496 at price 5.265
01/12 10:31:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #2769253 at price 10.952
01/12 10:31:30 INFO demand.CampaignImpl|Applied daily limit for campaign #2769253 at price 10.952
01/12 10:31:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #27508812 at price 3.312
01/12 10:31:30 INFO demand.CampaignImpl|Applied daily limit for campaign #27508812 at price 3.312
01/12 10:31:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #6197912 at price 7.02
01/12 10:31:30 INFO demand.CampaignImpl|Applied daily limit for campaign #6197912 at price 7.02
01/12 10:31:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #11632196 at price 6.507
01/12 10:31:30 INFO demand.CampaignImpl|Applied daily limit for campaign #11632196 at price 6.507
01/12 10:31:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #6472997 at price 0.245
01/12 10:31:30 INFO demand.CampaignImpl|Applied daily limit for campaign #6472997 at price 0.245
01/12 10:31:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #21095136 at price 10.952
01/12 10:31:30 INFO demand.CampaignImpl|Applied daily limit for campaign #21095136 at price 10.952
01/12 10:31:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #24549887 at price 5.59
01/12 10:31:30 INFO demand.CampaignImpl|Applied daily limit for campaign #24549887 at price 5.59
01/12 10:31:30 INFO agents.DemandAgent|Day 3 : Auction pending campaign: CampaignImpl [id=6271055, reachImps=39648, dayStart=4, dayEnd=13, targetSegment=[MALE], videoCoef=2.4784343013026953, mobileCoef=1.5059341441976657, budgetMillis=0, advertiser=null]
01/12 10:31:30 FINE agents.DemandAgent|Day 3 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-7: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
01/12 10:31:30 FINE agents.DemandAgent|Day 3 :Reporting campaign auction results... CampaignImpl [id=6271055, reachImps=39648, dayStart=4, dayEnd=13, targetSegment=[MALE], videoCoef=2.4784343013026953, mobileCoef=1.5059341441976657, budgetMillis=18022, advertiser=DummyAdnetwork-6]
01/12 10:31:30 FINE agents.DemandAgent|Day 3 :Reporting UCS auction results... DummyAdnetwork-5[efday=3, level=0.7290000000000001, price=0.0997512064297356] DummyAdnetwork-4[efday=3, level=1.0, price=0.15029977889485957] DummyAdnetwork-3[efday=3, level=0.9, price=0.13081470646138058] adv1[efday=3, level=0.6561000000000001, price=0.08315131497953072] DummyAdnetwork-2[efday=3, level=0.47829690000000014, price=0.0] DummyAdnetwork-7[efday=3, level=0.5904900000000002, price=0.061886642317820484] DummyAdnetwork-6[efday=3, level=0.81, price=0.11395807447418173] DummyAdnetwork[efday=3, level=0.5314410000000002, price=0.0543979157662629] 
01/12 10:31:30 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@138350a event: tau.tac.adx.messages.UserClassificationServiceNotification@18ed6c3
01/12 10:31:30 INFO agents.DemandAgent|Day 3 :Notifying new campaign opportunity: CampaignImpl [id=1202435, reachImps=10088, dayStart=5, dayEnd=14, targetSegment=[FEMALE], videoCoef=2.20049905246337, mobileCoef=1.54411943677666, budgetMillis=0, advertiser=null]
01/12 10:31:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
01/12 10:31:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnet
01/12 10:31:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
01/12 10:31:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for ask
01/12 10:31:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
01/12 10:31:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
01/12 10:31:30 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
01/12 10:31:30 SEVERE demand.CampaignImpl|Campaign #27508812 impressed while over limit. Current cost: 0.0 Budget limit: 3.312
01/12 10:31:30 SEVERE agents.DemandAgent|Day 3 :Campaign limit expired Impressed while over limit: 27508812, daily limit was: 199, 3.312 values are: 199.96337950559223, 0.0, total limit was: 2147483647, Infinity total values are: 4651.674345750629199.96337950559223, 0.60911103508204860.0
01/12 10:31:30 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=27508812, AdNetwork=DummyAdnetwork-3] due to limit. My name is DummyAdnetwork-3
01/12 10:31:30 SEVERE demand.CampaignImpl|Campaign #11632196 impressed while over limit. Current cost: 0.030252128461644618 Budget limit: 6.507
01/12 10:31:30 SEVERE agents.DemandAgent|Day 3 :Campaign limit expired Impressed while over limit: 11632196, daily limit was: 2442, 6.507 values are: 2446.208647028695, 0.030252128461644618, total limit was: 2147483647, Infinity total values are: 8089.5849822935942446.208647028695, 1.6360099962613210.030252128461644618
01/12 10:31:30 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=11632196, AdNetwork=DummyAdnetwork-5] due to limit. My name is DummyAdnetwork-5
