01/12 10:46:00 FINE sim.Admin|Log for simulation 7 started
01/12 10:46:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [id=32270624, reachImps=5206, dayStart=2, dayEnd=11, targetSegment=[OLD, MALE], videoCoef=2.355166842122159, mobileCoef=1.7101735636577082, budgetMillis=0, advertiser=null]
01/12 10:46:10 FINE agents.DemandAgent|Day 1 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-7: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
01/12 10:46:10 FINE agents.DemandAgent|Day 1 :Reporting campaign auction results... CampaignImpl [id=32270624, reachImps=5206, dayStart=2, dayEnd=11, targetSegment=[OLD, MALE], videoCoef=2.355166842122159, mobileCoef=1.7101735636577082, budgetMillis=2622, advertiser=adv1]
01/12 10:46:10 FINE agents.DemandAgent|Day 1 :Reporting UCS auction results... DummyAdnetwork-5[efday=1, level=1.0, price=0.0] DummyAdnetwork-4[efday=1, level=1.0, price=0.0] DummyAdnetwork-3[efday=1, level=1.0, price=0.0] adv1[efday=1, level=1.0, price=0.0] DummyAdnetwork-2[efday=1, level=1.0, price=0.0] DummyAdnetwork-7[efday=1, level=1.0, price=0.0] DummyAdnetwork-6[efday=1, level=1.0, price=0.0] DummyAdnetwork[efday=1, level=1.0, price=0.0] 
01/12 10:46:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@1299b57 event: tau.tac.adx.messages.UserClassificationServiceNotification@d23feb
01/12 10:46:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity: CampaignImpl [id=31968132, reachImps=6625, dayStart=3, dayEnd=12, targetSegment=[MALE, HIGH_INCOME], videoCoef=2.3804313281144953, mobileCoef=1.9381507290391335, budgetMillis=0, advertiser=null]
01/12 10:46:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
01/12 10:46:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
01/12 10:46:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
01/12 10:46:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
01/12 10:46:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
01/12 10:46:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
01/12 10:46:10 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
01/12 10:46:10 SEVERE demand.CampaignImpl|Campaign #29226897 impressed while over limit. Current cost: 3.315169010492971 Budget limit: 3.312
01/12 10:46:10 SEVERE agents.DemandAgent|Day 1 :Campaign limit expired Impressed while over limit: 29226897, daily limit was: 3312, 3.312 values are: 2019.785202735002, 3.315169010492971, total limit was: 2147483647, Infinity total values are: 0.02019.785202735002, 0.03.315169010492971
01/12 10:46:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=29226897, AdNetwork=DummyAdnetwork-4] due to limit. My name is DummyAdnetwork-4
01/12 10:46:10 SEVERE demand.CampaignImpl|Campaign #27630608 impressed while over limit. Current cost: 10.955642065373176 Budget limit: 10.952
01/12 10:46:10 SEVERE agents.DemandAgent|Day 1 :Campaign limit expired Impressed while over limit: 27630608, daily limit was: 10952, 10.952 values are: 8119.661178002768, 10.955642065373176, total limit was: 2147483647, Infinity total values are: 0.08119.661178002768, 0.010.955642065373176
01/12 10:46:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=27630608, AdNetwork=DummyAdnetwork-3] due to limit. My name is DummyAdnetwork-3
01/12 10:46:11 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 1516
01/12 10:46:11 INFO sim.Simulation|***** START OF TIME 1 COMPLETE *****
01/12 10:46:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.19453329521609064 Cmp ID: 31968132 Cmp Bid: 3807
01/12 10:46:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.16613383701972081 Cmp ID: 31968132 Cmp Bid: 4670
01/12 10:46:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.1721556513861633 Cmp ID: 31968132 Cmp Bid: 2526
01/12 10:46:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17422405585650225 Cmp ID: 31968132 Cmp Bid: 1104
01/12 10:46:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.16468971153653716 Cmp ID: 31968132 Cmp Bid: 5302
01/12 10:46:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.14975844840986868 Cmp ID: 31968132 Cmp Bid: 4753
01/12 10:46:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.12374391774705622 Cmp ID: 31968132 Cmp Bid: 5959
01/12 10:46:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.14860834597064967 Cmp ID: 31968132 Cmp Bid: 3458
01/12 10:46:20 INFO sim.Simulation|***** START OF TIME 2 *****
01/12 10:46:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #13644949 at price 3.312
01/12 10:46:20 INFO demand.CampaignImpl|Applied daily limit for campaign #13644949 at price 3.312
01/12 10:46:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #16281028 at price 5.59
01/12 10:46:20 INFO demand.CampaignImpl|Applied daily limit for campaign #16281028 at price 5.59
01/12 10:46:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #27630608 at price 10.952
01/12 10:46:20 INFO demand.CampaignImpl|Applied daily limit for campaign #27630608 at price 10.952
01/12 10:46:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #32270624 at price 2.622
01/12 10:46:20 INFO demand.CampaignImpl|Applied daily limit for campaign #32270624 at price 2.622
01/12 10:46:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #29226897 at price 3.312
01/12 10:46:20 INFO demand.CampaignImpl|Applied daily limit for campaign #29226897 at price 3.312
01/12 10:46:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1747407 at price 9.54
01/12 10:46:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1747407 at price 9.54
01/12 10:46:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #29394246 at price 9.54
01/12 10:46:20 INFO demand.CampaignImpl|Applied daily limit for campaign #29394246 at price 9.54
01/12 10:46:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #14067674 at price 10.952
01/12 10:46:20 INFO demand.CampaignImpl|Applied daily limit for campaign #14067674 at price 10.952
01/12 10:46:20 INFO agents.DemandAgent|Day 2 : Auction pending campaign: CampaignImpl [id=31968132, reachImps=6625, dayStart=3, dayEnd=12, targetSegment=[MALE, HIGH_INCOME], videoCoef=2.3804313281144953, mobileCoef=1.9381507290391335, budgetMillis=0, advertiser=null]
01/12 10:46:20 FINE agents.DemandAgent|Day 2 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-7: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
01/12 10:46:20 FINE agents.DemandAgent|Day 2 :Reporting campaign auction results... CampaignImpl [id=31968132, reachImps=6625, dayStart=3, dayEnd=12, targetSegment=[MALE, HIGH_INCOME], videoCoef=2.3804313281144953, mobileCoef=1.9381507290391335, budgetMillis=2526, advertiser=adv1]
01/12 10:46:20 FINE agents.DemandAgent|Day 2 :Reporting UCS auction results... DummyAdnetwork-5[efday=2, level=0.47829690000000014, price=0.0] DummyAdnetwork-4[efday=2, level=0.5904900000000002, price=0.06578146790811536] DummyAdnetwork-3[efday=2, level=0.7290000000000001, price=0.08914924689880786] adv1[efday=2, level=0.81, price=0.09971821918825821] DummyAdnetwork-2[efday=2, level=0.9, price=0.11237086383443881] DummyAdnetwork-7[efday=2, level=0.6561000000000001, price=0.07311393035167008] DummyAdnetwork-6[efday=2, level=0.5314410000000002, price=0.0547102655699622] DummyAdnetwork[efday=2, level=1.0, price=0.13685120047602423] 
01/12 10:46:20 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@1299b57 event: tau.tac.adx.messages.UserClassificationServiceNotification@1fd9772
01/12 10:46:20 INFO agents.DemandAgent|Day 2 :Notifying new campaign opportunity: CampaignImpl [id=13968144, reachImps=384, dayStart=4, dayEnd=6, targetSegment=[YOUNG, FEMALE, HIGH_INCOME], videoCoef=2.483899587921862, mobileCoef=1.8279253149709143, budgetMillis=0, advertiser=null]
01/12 10:46:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
01/12 10:46:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
01/12 10:46:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
01/12 10:46:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
01/12 10:46:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
01/12 10:46:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
01/12 10:46:20 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
01/12 10:46:20 SEVERE demand.CampaignImpl|Campaign #27630608 impressed while over limit. Current cost: 10.958550285755823 Budget limit: 10.952
01/12 10:46:20 SEVERE agents.DemandAgent|Day 2 :Campaign limit expired Impressed while over limit: 27630608, daily limit was: 10952, 10.952 values are: 5525.767035738871, 10.958550285755823, total limit was: 2147483647, Infinity total values are: 8119.6611780027685525.767035738871, 10.95564206537317610.958550285755823
01/12 10:46:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=27630608, AdNetwork=DummyAdnetwork-3] due to limit. My name is DummyAdnetwork-3
01/12 10:46:20 SEVERE demand.CampaignImpl|Campaign #13644949 impressed while over limit. Current cost: 3.3144554818122502 Budget limit: 3.312
01/12 10:46:20 SEVERE agents.DemandAgent|Day 2 :Campaign limit expired Impressed while over limit: 13644949, daily limit was: 3312, 3.312 values are: 2553.9992417006624, 3.3144554818122502, total limit was: 2147483647, Infinity total values are: 1821.75891208809032553.9992417006624, 0.03.3144554818122502
01/12 10:46:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=13644949, AdNetwork=DummyAdnetwork] due to limit. My name is DummyAdnetwork
01/12 10:46:20 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 788
01/12 10:46:20 INFO sim.Simulation|***** START OF TIME 2 COMPLETE *****
01/12 10:46:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.19125666412489584 Cmp ID: 13968144 Cmp Bid: 272
01/12 10:46:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.17817827412820214 Cmp ID: 13968144 Cmp Bid: 35
01/12 10:46:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.16090736712551465 Cmp ID: 13968144 Cmp Bid: 52
01/12 10:46:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.170350177333775 Cmp ID: 13968144 Cmp Bid: 63
01/12 10:46:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from adv1 : UCS Bid: 0.15082739961097336 Cmp ID: 13968144 Cmp Bid: 64
01/12 10:46:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.10006738359300706 Cmp ID: 13968144 Cmp Bid: 331
01/12 10:46:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.107918265848201 Cmp ID: 13968144 Cmp Bid: 380
01/12 10:46:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.17091763589336956 Cmp ID: 13968144 Cmp Bid: 80
01/12 10:46:30 INFO sim.Simulation|***** START OF TIME 3 *****
01/12 10:46:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #13644949 at price 3.312
01/12 10:46:30 INFO demand.CampaignImpl|Applied daily limit for campaign #13644949 at price 3.312
01/12 10:46:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #16281028 at price 5.59
01/12 10:46:30 INFO demand.CampaignImpl|Applied daily limit for campaign #16281028 at price 5.59
01/12 10:46:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #27630608 at price 10.952
01/12 10:46:30 INFO demand.CampaignImpl|Applied daily limit for campaign #27630608 at price 10.952
01/12 10:46:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #29226897 at price 3.312
01/12 10:46:30 INFO demand.CampaignImpl|Applied daily limit for campaign #29226897 at price 3.312
01/12 10:46:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1747407 at price 9.54
01/12 10:46:30 INFO demand.CampaignImpl|Applied daily limit for campaign #1747407 at price 9.54
01/12 10:46:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #29394246 at price 9.54
01/12 10:46:30 INFO demand.CampaignImpl|Applied daily limit for campaign #29394246 at price 9.54
01/12 10:46:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #14067674 at price 10.952
01/12 10:46:30 INFO demand.CampaignImpl|Applied daily limit for campaign #14067674 at price 10.952
01/12 10:46:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #31968132 at price 2.526
01/12 10:46:30 INFO demand.CampaignImpl|Applied daily limit for campaign #31968132 at price 2.526
01/12 10:46:30 INFO agents.DemandAgent|Day 3 : Auction pending campaign: CampaignImpl [id=13968144, reachImps=384, dayStart=4, dayEnd=6, targetSegment=[YOUNG, FEMALE, HIGH_INCOME], videoCoef=2.483899587921862, mobileCoef=1.8279253149709143, budgetMillis=0, advertiser=null]
01/12 10:46:30 FINE agents.DemandAgent|Day 3 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-7: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
01/12 10:46:30 FINE agents.DemandAgent|Day 3 :Reporting campaign auction results... CampaignImpl [id=13968144, reachImps=384, dayStart=4, dayEnd=6, targetSegment=[YOUNG, FEMALE, HIGH_INCOME], videoCoef=2.483899587921862, mobileCoef=1.8279253149709143, budgetMillis=63, advertiser=DummyAdnetwork-3]
01/12 10:46:30 FINE agents.DemandAgent|Day 3 :Reporting UCS auction results... DummyAdnetwork-5[efday=3, level=0.5904900000000002, price=0.08775174221220895] DummyAdnetwork-4[efday=3, level=0.6561000000000001, price=0.09825651800171487] DummyAdnetwork-3[efday=3, level=0.81, price=0.13456840798597386] adv1[efday=3, level=0.9, price=0.15494008624754696] DummyAdnetwork-2[efday=3, level=0.7290000000000001, price=0.12005879971013561] DummyAdnetwork-7[efday=3, level=0.5314410000000002, price=0.06576259139141333] DummyAdnetwork-6[efday=3, level=0.47829690000000014, price=0.0] DummyAdnetwork[efday=3, level=1.0, price=0.17422405585650225] 
01/12 10:46:30 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@1299b57 event: tau.tac.adx.messages.UserClassificationServiceNotification@1e773c5
01/12 10:46:30 INFO agents.DemandAgent|Day 3 :Notifying new campaign opportunity: CampaignImpl [id=16487578, reachImps=5616, dayStart=5, dayEnd=14, targetSegment=[OLD, FEMALE], videoCoef=2.512853845428058, mobileCoef=1.73846643410721, budgetMillis=0, advertiser=null]
01/12 10:46:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
01/12 10:46:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
01/12 10:46:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
01/12 10:46:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
01/12 10:46:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
01/12 10:46:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
01/12 10:46:30 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
01/12 10:46:30 SEVERE demand.CampaignImpl|Campaign #27630608 impressed while over limit. Current cost: 1.3117773176477545 Budget limit: 10.952
01/12 10:46:30 SEVERE agents.DemandAgent|Day 3 :Campaign limit expired Impressed while over limit: 27630608, daily limit was: 2832, 10.952 values are: 2832.2314304545503, 1.3117773176477545, total limit was: 2147483647, Infinity total values are: 13645.4282137416382832.2314304545503, 21.9141923511291.3117773176477545
01/12 10:46:30 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=27630608, AdNetwork=DummyAdnetwork-3] due to limit. My name is DummyAdnetwork-3
01/12 10:46:30 SEVERE demand.CampaignImpl|Campaign #29394246 impressed while over limit. Current cost: 9.542799122649505 Budget limit: 9.54
01/12 10:46:30 SEVERE agents.DemandAgent|Day 3 :Campaign limit expired Impressed while over limit: 29394246, daily limit was: 9540, 9.54 values are: 5345.613256073992, 9.542799122649505, total limit was: 2147483647, Infinity total values are: 4965.9513254364895345.613256073992, 7.1495480953292419.542799122649505
